Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1707084000.0 536.0 106 0 NA NA NA NA 178 0 NA NA NA NA 280 147 NA NA NA NA 470 274 NA NA NA NA
1707084000.0 537.0 63 0 NA NA NA NA 182 0 NA NA NA NA 3606 140 NA NA NA NA 5478 184 NA NA NA NA
1707084000.0 538.0 109 0 NA NA NA NA 178 0 NA NA NA NA 5082 145 NA NA NA NA 7558 223 NA NA NA NA
1707084000.0 539.0 94 0 NA NA NA NA 173 0 NA NA NA NA 22162 149 NA NA NA NA 23592 315 NA NA NA NA
1707084000.0 541.0 97 0 NA NA NA NA 159 0 NA NA NA NA 201 144 NA NA NA NA 341 252 NA NA NA NA
1707084000.0 545.0 95 0 NA NA NA NA 153 0 NA NA NA NA 224 137 NA NA NA NA 368 199 NA NA NA NA
1707084000.0 546.0 101 101 NA NA NA NA 161 185 NA NA NA NA 233 256 NA NA NA NA 315 461 NA NA NA NA
1707084000.0 547.0 31 102 102 NA NA NA 111 164 188 NA NA NA 4772 292 262 NA NA NA 10804 308 585 NA NA NA
1707084000.0 548.0 69 103 102 NA NA NA 111 172 191 NA NA NA 1001 256 243 NA NA NA 526 335 368 NA NA NA
1707084000.0 560.0 101 0 NA NA NA NA 164 0 NA NA NA NA 234 142 NA NA NA NA 318 253 NA NA NA NA
1707084000.0 561.0 57 0 NA NA NA NA 162 0 NA NA NA NA 222 136 NA NA NA NA 301 228 NA NA NA NA
1707084000.0 562.0 69 99 0 NA NA NA 112 163 0 NA NA NA 879 229 138 NA NA NA 861 327 192 NA NA NA
